,sentiments,user,tweet,hashtag,player
17414,NEGATIVE,TrishChampagnie,Crissa is hot tho #THECIRCLE #TheCircleNetflix,"['THECIRCLE', 'TheCircleNetflix']",{'playerthr'}
17415,POSITIVE,GigiMRoss,Seeing @OfficialMelB and @EmmaBunton on #TheCircleNetflix is the best thing ever. 🥰#SpiceUpTheCircle #thecircle https://t.co/mRApf0RSA9,"['TheCircleNetflix', 'SpiceUpTheCircle', 'thecircle']",set()
17416,POSITIVE,EchoDoesRadio,"The casting is so 🔥🔥🔥 this season. Even the people playing catfish seem cool. I hope we don’t get a Nick or Isabella this season. No, “Isabella” I haven’t forgotten. It’s beef forever. #TheCircle #TheCircleNetflix https://t.co/L17pPeR6uo","['TheCircle', 'TheCircleNetflix']",set()
17417,NEGATIVE,jjPablo,"yu ling gotta go, awkwafina wanna be (pun intended) #thecircle",['thecircle'],{'playertwo'}
17418,NEGATIVE,Louisiana_Cat,"Parker’s biggest mistake was admitting she didn’t know what a memoir is. How does a college, communications major, girl not know that??? 🤷🏻‍♀️ 🤦🏻‍♀️ Her dad, Paul, would’ve known that. She deserved to be blocked. 
#TheCircle #TheCircle4 
#TheCircleNetflix https://t.co/3RvhChMg9d","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",{'playereight'}
17419,POSITIVE,Jessie_Barbie,Absolutely LOVING the addition of the Spice Girls in The Circle ⭕️ 🇬🇧 Baby Spice was always my favorite 🍭 they are just what the show needed! I’m also here for Frank and Yu Ling’s energy ❤️ #TheCircleNetflix #TheCircle #SpiceGirls,"['TheCircleNetflix', 'TheCircle', 'SpiceGirls']","{'playertwo', 'playeron', 'playereight'}"
17420,POSITIVE,lolo_crawford,Hello #THECIRCLE can’t wait to watch this season!! #spicegirls,"['THECIRCLE', 'spicegirls']",set()
17421,POSITIVE,EchoDoesRadio,The plot twists and format changes every season keep this show lit. I love it! The producers are doing an amazing job with that. #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
17422,NEGATIVE,Vic_Lanier,"in case you care, #THECIRCLE is back. And if you don’t care, you should!",['THECIRCLE'],set()
17423,NEGATIVE,PeterRipke7,When Paul went to go see Carol #TheCircle https://t.co/wRfBDyb8Es,['TheCircle'],"{'playerfour', 'playerseven'}"
17424,NEGATIVE,Louisiana_Cat,"As an assistant to a sex coach, Alyssa seems to have taken on the sex coach thing as her own identity. 
#TheCircle #TheCircle4 
#TheCircleNetflix https://t.co/mNrEuJA3nE","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",{'playerf'}
17425,NEGATIVE,EchoDoesRadio,This Spice Girls hunt is MESSY!! #TheCircle,['TheCircle'],{'playereight'}
17426,POSITIVE,latimes,"Executive producer Toni Ireland explains how Mel B and Emma Bunton came to play on #TheCircle: ""They were just all in."" https://t.co/IhyotPa59A",['TheCircle'],{'playereight'}
17427,POSITIVE,Louisiana_Cat,"Carissa is hilarious. Such a great personality! 
#TheCircle #TheCircle4 
#TheCircleNetflix https://t.co/HZRhBUlO0I","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",set()
17428,POSITIVE,EchoDoesRadio,Yu Ling is hilarious!! #TheCircle,['TheCircle'],{'playertwo'}
17429,POSITIVE,EchoDoesRadio,I would think Rachel is fake. Her job and whole profile is so quirky she sounds fake. But she’s real! 😂😂 #TheCircle,['TheCircle'],set()
17430,POSITIVE,Louisiana_Cat,"I’m not gonna lie. I think Bru is a hottie. What makes him so attractive is that he seems like such a nice guy too. I hope I’m not wrong about that. 
#TheCircle #TheCircle4 
#TheCircleNetflix https://t.co/irb1ouQ0Ai","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",{'playersix'}
17431,NEGATIVE,EchoDoesRadio,"Nah, Rachel. That quiz was hard but HER Spice Girls question was easy #TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",{'playereight'}
17432,NEGATIVE,Mrs_KSchultz,Lovvvingggg the @spicegirls on #TheCircle,['TheCircle'],set()
17433,NEGATIVE,KCnTheBldg,"@thatstheguy7 #THECIRCLE I could listen to Mel B say ""cookayy"" all day 🤣🤣 https://t.co/qQUkxfKFXa",['THECIRCLE'],{'playereight'}
17434,NEGATIVE,bigdre314,"Okay okay so season 4 of the circle i seen the post saying franky should win no,no,no,and hell no he mad extra and annoying im ready for him to go asap.#THECIRCLE #TheCircleNetflix","['THECIRCLE', 'TheCircleNetflix']",set()
17435,POSITIVE,Louisiana_Cat,"Yu Ling is just the cutest thing (didn’t mean for that to rhyme.) 😄 I love her energy. 
#TheCircle #TheCircle4 
#TheCircleNetflix https://t.co/bKdg9CXISo","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",{'playertwo'}
17436,POSITIVE,IanTweedy90,Best performance of Wannabe ever !! Actually got teary Hahaha  That was the best!!! 🤣😅🤣😅 @EmmaBunton @OfficialMelB #TheCircle https://t.co/UwHPTNNeT4,['TheCircle'],set()
17437,POSITIVE,lifewcatie,Joey deserves the world🥺🥰 #THECIRCLE #TheCircleNetflix #TheCircle1,"['THECIRCLE', 'TheCircleNetflix', 'TheCircle1']",set()
17438,POSITIVE,EchoDoesRadio,It’s hilarious to me that they don’t know who Bru is. I don’t know if it’s because I’m bout that social media life or because I’m bout that radio life. #TheCircle,['TheCircle'],{'playersix'}
17439,POSITIVE,Louisiana_Cat,"I love Frank!!! He’s that guy you want to invite to a party. He’s so fun, and how can you not love guy who works to help kids?
#TheCircle #TheCircle4 #TheCircleNetflix https://t.co/VGJnM2qKN6","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",set()
17440,NEGATIVE,BerBerGal1,When Emma &amp; Mel B walked in 😯😍 #thecircle #TheCircleNetflix https://t.co/fyp157ZtE6,"['thecircle', 'TheCircleNetflix']",{'playereight'}
17441,NEGATIVE,zaackthomas,This girl playing her dad Paul. Lord help me. 😅😅😅 #TheCircle,['TheCircle'],{'playereight'}
17442,POSITIVE,decider,Follow all of #TheCircle's Season 4 players on Instagram and get a peek at what they do when they’re not sequestered in an apartment in the UK: https://t.co/meO6XL1BwN https://t.co/SwSV2hMZuE,['TheCircle'],set()
17443,POSITIVE,zaackthomas,Finally watching #TheCircle,['TheCircle'],set()
17444,NEGATIVE,IanTweedy90,I love the dynamic between @EmmaBunton and @OfficialMelB on #TheCircle it is hysterical 😆 🤣 https://t.co/H1tf9CzoTi,['TheCircle'],set()
17445,POSITIVE,willchen79,Paul is hot. #TheCircle,['TheCircle'],{'playerseven'}
17446,NEGATIVE,ohmygoodness_hi,#TheCircle nathan/alex is literally the worst person they’ve ever had on this show :),['TheCircle'],set()
17447,NEGATIVE,Jefe_Nupe,The new season of #thecircle has me weak and I’m only on episode 1,['thecircle'],set()
17448,NEGATIVE,EchoDoesRadio,Y’all don’t know about “Who Do You Think You Are.” Y’all are too young and it’s a deep cut #IWasOutside #LiterallyOnThePlayground #TheCircle,"['IWasOutside', 'LiterallyOnThePlayground', 'TheCircle']",set()
17449,POSITIVE,EchoDoesRadio,Michelle’s voiceovers are so funny #TheCircle,['TheCircle'],set()
17450,NEGATIVE,EchoDoesRadio,Alyssa is me. I would cry a little. My icons. #TheCircle,['TheCircle'],{'playerf'}
17451,POSITIVE,EchoDoesRadio,Frank is so funny! I want to be his friend! #TheCircle,['TheCircle'],{'playeron'}
17452,NEGATIVE,BerBerGal1,Can't see the girl playing her dad getting too far.. should've gone in as herself #thecircle #TheCircleNetflix,"['thecircle', 'TheCircleNetflix']",{'playereight'}
17453,NEGATIVE,BerBerGal1,Was Rod Stewart not big in the US then ? 😂#TheCircle,['TheCircle'],set()
17454,POSITIVE,OhJOOOOO,The Spice Girls on #TheCircle are funny,['TheCircle'],{'playereight'}
17455,NEGATIVE,EchoDoesRadio,While I’m watching #TheCircle Did James ever marry 12 years a Bae?,['TheCircle'],set()
17456,POSITIVE,racooned,Ok but Scary and Baby Spice on the circle is literally the best addition. #thecircle,['thecircle'],{'playereight'}
17457,POSITIVE,_veevyan,#TheCircle used to be a good show til they started bringing all these celebrities on. we don’t care bring the regular people only,['TheCircle'],set()
17458,NEGATIVE,vbgecko,Well I'm such a #Millennial ... I screamed too fucking loud at the end of episode 1 of #THECIRCLE #TheCircle4 #TheCircleNetflix,"['Millennial', 'THECIRCLE', 'TheCircle4', 'TheCircleNetflix']",set()
17459,POSITIVE,BbcanHav3not,@MessyBBFan YUP THAT WAS ME!! Looll I watched #SpiceWorld after too 🤣🤣 they’re so hilarious!!! #TheCircle #TheCircleNetflix,"['SpiceWorld', 'TheCircle', 'TheCircleNetflix']",set()
17460,NEGATIVE,beardsational,Me sitting here nailing every single @spicegirls trivia question. Who doesn’t know the Viva Forever video??? #TheCircle #TheCircleNetflix https://t.co/9qgh4BhOWg,"['TheCircle', 'TheCircleNetflix']",set()
17461,POSITIVE,EchoDoesRadio,The Spice Girls are sooooo British. I need subtitles lol!! They are hilarious I love them! #TheCircle,['TheCircle'],{'playereight'}
17462,POSITIVE,IndiaAlmighty,The Spice Girl was definitely a game changer for this season of #TheCircle,['TheCircle'],{'playereight'}
17463,NEGATIVE,AdubbMz,I wanna go on the circle ⭕️ #THECIRCLE  hook a sista up…💁🏽‍♀️ #TheCircleNetflix,"['THECIRCLE', 'TheCircleNetflix']",set()
17464,NEGATIVE,303nonerror,"@oktakemypic Wait why Yu Ling spell Single like that 😂 ""singal""
Typos on #THECIRCLE",['THECIRCLE'],{'playertwo'}
17465,NEGATIVE,oktakemypic,Alex... that's not how young people speak #TheCircle,['TheCircle'],set()
17466,POSITIVE,GreeneSonia,I love how the Americans still try and make out #THECIRCLE is filmed there when in actual fact it’s here in the uk,['THECIRCLE'],set()
17467,POSITIVE,melanin_junkie1,I fully ignored last season of the circle. But I’m back again because I see the Spice Girls! this is going to be good! #TheCircleNetflix #THECIRCLE,"['TheCircleNetflix', 'THECIRCLE']",{'playereight'}
17468,POSITIVE,oktakemypic,Crissa is just living her best life. #TheCircle,['TheCircle'],{'playerthr'}
17469,NEGATIVE,oktakemypic,I guess this is as close I'll get to a spice girls concert. 🥺🥺#TheCircle,['TheCircle'],{'playereight'}
17470,NEGATIVE,WAYZ718,The Spice Girls? Circle is not playing this season..  #THECIRCLE #TheCircleNetflix https://t.co/eEaK2h02Qc,"['THECIRCLE', 'TheCircleNetflix']",{'playereight'}
17471,NEGATIVE,racooned,It’s the vulva pillow for me. #thecircle,['thecircle'],set()
17472,NEGATIVE,InEssence_,"Parker was up there crying in her little apartment before deliberation because she KNEW she was playing a shitty game from the start. 😂 It was giving, did you really know your own daddy like that? 🤔 #TheCircle #TheCircleNetflix #TheCircle4 #ParkerDaddyFine #TheCircleUSA https://t.co/Tc0FTwWOVV","['TheCircle', 'TheCircleNetflix', 'TheCircle4', 'ParkerDaddyFine', 'TheCircleUSA']",set()
17473,NEGATIVE,oktakemypic,Lmaoooo Melanie and emma thinking so long about how to reply to this group chat has me in tears 🤣🤣🤣🤣🤣🤣🤣 #TheCircle,['TheCircle'],set()
17474,NEGATIVE,oktakemypic,This accordion girl is weird as hell but she thick af #TheCircle,['TheCircle'],{'playereight'}
17475,POSITIVE,KatelynJNnake,"OK, which one of y’all has me watching #TheCircle? Because I’m hooked. AND the Spice Girls are on there?! This is great. I want to brunch with Frank.",['TheCircle'],{'playereight'}
17476,POSITIVE,incurablehippie,"Number 4 was great, Emma Watson saved the day! #TheCircle",['TheCircle'],set()
17477,POSITIVE,oktakemypic,Melanie and emma lmaoooo what is this #TheCircle,['TheCircle'],set()
17478,POSITIVE,ChatterOutLoud,The Circle | S4E1 - A Spicy Start https://t.co/zJBMl9XQQc #TheCircleNetflix #TheCircle4 #TheCircle #TheCircleSeason4 #SpiceGirls,"['TheCircleNetflix', 'TheCircle4', 'TheCircle', 'TheCircleSeason4', 'SpiceGirls']",set()
17479,POSITIVE,MissLSW,Mel B and Emma Bunton on #TheCircle are comedy gold 😂❤,['TheCircle'],{'playereight'}
17480,NEGATIVE,blerrg,100k is not even that much money. That’s like a quarter of a house. #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
17481,POSITIVE,DevoALMIGHTY,I just wanna say #TheCircle is bringing me much joy this weekend. The Spice Girls being on the show is truly the cherry on top! #obsessed #spiceupyourlife,"['TheCircle', 'obsessed', 'spiceupyourlife']",{'playereight'}
17482,NEGATIVE,G_P_TV,"Why is no one noticing that Carol uses exclamation points at the end of every sentence? 
The older folks don't do that.
#TheCircleNetflix #THECIRCLE","['TheCircleNetflix', 'THECIRCLE']",{'playerfour'}
17483,POSITIVE,MissPaget,Watching #TheCircle and seeing Emma Bunton and Mel B lip synching to their own song during a 90's party in their apartment was surreal and sweet.,['TheCircle'],{'playereight'}
17484,NEGATIVE,IndiaAlmighty,Crissa never heard of the spice girls ? #thecircle,['thecircle'],"{'playereight', 'playerthr'}"
17485,NEGATIVE,GhanaQueen8,I don't like how The Circle is doing Michelle smh #THECIRCLE #finallywatchingseason3,"['THECIRCLE', 'finallywatchingseason3']",set()
17486,POSITIVE,TieshaSweetTee,"""And shake what your momma gave you any chance you get!"" 
-  @MichelleButeau 

#TheCircleNetflix #THECIRCLE https://t.co/OKXe3XQzms","['TheCircleNetflix', 'THECIRCLE']",set()
17487,NEGATIVE,stefitabonitaa,"Lovvee Frank &amp; everything about him, but I neeeeeed him to pop his pimples. ASAP. 😣 #TheCircle",['TheCircle'],{'playeron'}
17488,POSITIVE,_M4RS,Yu Ling is my favorite on #TheCircle,['TheCircle'],{'playertwo'}
17489,POSITIVE,CreamyButters,"@OpieRadio would KILL on #Netflix #TheCircle

He is the MASTER of social media.","['Netflix', 'TheCircle']",set()
17490,NEGATIVE,xdown_,Mfs who go in as themselves are so BORING #TheCircle,['TheCircle'],set()
17491,NEGATIVE,YoureTaylorMade,Nick sick as hell Isabella a catfish 😂😂 he wanted to beat her ass fasho #thecircle,['thecircle'],set()
17492,POSITIVE,stefitabonitaa,I am LOVING Yu Ling! 🤩 #TheCircle,['TheCircle'],{'playertwo'}
17493,NEGATIVE,WonderMaegan,I can’t wait until next week for the next episode of #TheCircle,['TheCircle'],set()
17494,POSITIVE,crazykat519,watching the Spice Girls on #TheCircle is so entertaining 😂,['TheCircle'],{'playereight'}
17495,NEGATIVE,monie_luv92,I’m lovin season 4 of #TheCircle!! Season 3 was basura and should’ve never happened. THIS is what we deserve lol ⭕️🔥 @netflix,['TheCircle'],set()
17496,NEGATIVE,cuspofbeauty,Mel B is playing this fucking game. Not your anus 🤣🤣🤣🤣🤣🤣 #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",{'playereight'}
17497,NEGATIVE,MMediMedia,"New Season, New Drama! Netflix’s “The Circle” Season 2 Winner DeLeesa Throws Shade At Terilisha Over Speaking About Trevor #TheCircleNetflix #TheCircle #thecircleseason4 #TheCircle4 !  https://t.co/PaY4MagzuB","['TheCircleNetflix', 'TheCircle', 'thecircleseason4', 'TheCircle4']",set()
17498,NEGATIVE,MMediMedia,"WHO WE LIKE AND WHO WE DISLIKE: ANY RACIST? Netflix’s “The Circle” Season 4 Part 1 Review
 #TheCircleNetflix #TheCircle  https://t.co/Dpxi5oxa1j","['TheCircleNetflix', 'TheCircle']",set()
17499,NEGATIVE,cuspofbeauty,They made the right decision with the first elimination.  She didn't play well at all #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",set()
17500,NEGATIVE,JayDaSmiff,I love a potential circle love story! 😍 such a damn sap. #TheCircleNetflix #TheCircle https://t.co/6x6klG49NL,"['TheCircleNetflix', 'TheCircle']",set()
17501,POSITIVE,ryantempletbh,the spice girls are the best thing to happen to the netflix version of #thecircle ever by FAR,['thecircle'],{'playereight'}
17502,NEGATIVE,JayDaSmiff,Both spice girls are MENACES in a kitchen 😂😂😂 #TheCircleNetflix #TheCircle https://t.co/oSq27to3y4,"['TheCircleNetflix', 'TheCircle']",{'playereight'}
17503,POSITIVE,MastahPierson,Yu Ling is so much like Ilana from Broad City and I love it #THECIRCLE,['THECIRCLE'],{'playertwo'}
17504,NEGATIVE,alexismclaren,"#TheCircle needs to start casting a wide age range, because the ageism from A LOT of this cast is alarming.",['TheCircle'],set()
17505,NEGATIVE,SimoTheblogger,"I love that Scary and Baby spice are on #TheCircle but if I were them I would have just make a ton of #SpiceGirls puns in every single bit
#TheCircleSeason4","['TheCircle', 'SpiceGirls', 'TheCircleSeason4']",{'playereight'}
17506,NEGATIVE,izzybelledavis,taking a little break from #thecircle after realizing this girl is very serious about not knowing who Rod Stewart is,['thecircle'],{'playereight'}
17507,POSITIVE,tstanley03,#TheCircle is such a good show!!! #TheCircleNetflix @CircleNetflix https://t.co/P4WQFIK0Bo,"['TheCircle', 'TheCircleNetflix']",set()
17508,POSITIVE,see75,Pop royalty @EmmaBunton and @OfficialMelB are amazing on #thecircle! Whoever thought about signing them up is a genius! #netflix,"['thecircle', 'netflix']",set()
17509,POSITIVE,RyanMoyer10,Took me forever to figure it out but I definitely knew I had seen Rachel before. She used to work at FBE (React channel) and was in some of their videos. #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",set()
17510,NEGATIVE,CocoDaBear,SPICE GIRLS ON #THECIRCLE https://t.co/aazweDJbar,['THECIRCLE'],{'playereight'}
17511,POSITIVE,holinessss,Mel B for Celebrity Big Brother!!! #thecircle #cbb https://t.co/C99U2O4EpS,"['thecircle', 'cbb']",{'playereight'}
17512,NEGATIVE,abdulaiiiiiii,she’s been watching #THECIRCLE https://t.co/1Rznsq93bp,['THECIRCLE'],set()
17513,NEGATIVE,holinessss,i’m the spice girl’s posing as jarod taking my time crafting texts and messages #thecircle,['thecircle'],{'playereight'}
17514,NEGATIVE,Anzlicksurkitty,"Except the girl playing Paul, she's a complete idiot #THECIRCLE #TheCircleNetflix","['THECIRCLE', 'TheCircleNetflix']",{'playereight'}
